STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/4/2020,8.28,0.1,1.7,1.2,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/4/2020,9.17,0,0,0,47,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/4/2020,7.83,0.29,3,2,42,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/4/2020,16.33,0,0,0,59,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/4/2020,11.18,0,0,0,62,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/4/2020,12.53,0.04,0,0,64,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/4/2020,14.54,0,0,0,53,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/4/2020,6.93,0.06,0,0,63,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/4/2020,7.61,0,0,0,57,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/4/2020,9.84,0,0,0,50,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/4/2020,12.75,0.19,0,0,47,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/4/2020,11.41,0,0,0,63,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/4/2020,9.17,0.16,0,0,68,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/4/2020,7.38,0.27,0,0,76,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/4/2020,10.74,1.89,0,0,61,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/4/2020,13.65,0.16,0,0,56,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/2020,5.82,0,0,0,68,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/5/2020,10.51,0,0,0,77,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/5/2020,12.3,0,0,0,74,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/5/2020,16.11,0,0,0,48,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/5/2020,9.84,0.09,0,0,49,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/2020,8.05,0,0,0,63,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/2020,10.51,0,0,0,66,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/2020,14.54,0,0,0,46,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/2020,10.74,0,0,0,59,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/2020,10.74,0.2,0,0,55,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/2020,7.38,0,0,0,52,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/2020,10.07,0,0,0,63,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/5/2020,11.41,0.08,0,0,69,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/5/2020,7.83,3.53,0,0,73,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/5/2020,7.83,0.68,0,0,79,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/5/2020,11.63,0.56,0,0,67,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/5/2020,8.5,3.11,0,0,68,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/5/2020,10.07,0,0,0,64,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/5/2020,13.65,0.25,0,0,59,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/5/2020,11.41,0,0,0,66,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/5/2020,6.71,0,0,0,70,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/5/2020,4.25,0,0,0,72,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/5/2020,8.72,0.52,0,0,82,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/5/2020,6.04,0,0,0,90,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/5/2020,8.95,0.18,0,0,88,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/5/2020,8.5,0.07,0,0,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/5/2020,6.71,0.03,0,0,87,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/5/2020,10.07,0.21,0,0,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/5/2020,11.18,0,0,0,76,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/5/2020,8.28,0,0,0,73,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/5/2020,8.5,0,0,0,69,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/2020,12.75,0.02,0,0,76,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/6/2020,16.11,0,0,0,94,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/6/2020,8.05,0.19,0,0,87,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/6/2020,7.38,0,0,0,88,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/6/2020,6.93,0,0,0,89,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/2020,10.96,0,0,0,76,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/2020,8.5,0,0,0,79,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/2020,8.28,0,0,0,90,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/2020,15.21,0.26,0,0,91,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/2020,12.97,0.3,0,0,84,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/2020,10.96,0,0,0,82,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/2020,8.28,0,0,0,75,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/6/2020,15.21,0,0,0,66,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/6/2020,10.07,0,0,0,68,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/6/2020,6.71,0,0,0,73,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/6/2020,6.49,0,0,0,86,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/6/2020,6.04,0,0,0,87,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/6/2020,5.14,0,0,0,90,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/6/2020,4.92,0,0,0,93,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/6/2020,9.62,0.19,0,0,91,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/6/2020,6.71,0,0,0,84,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/6/2020,6.93,1.55,0,0,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/6/2020,11.41,0,0,0,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/6/2020,6.93,0.04,0,0,81,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/6/2020,6.49,0,0,0,86,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/6/2020,7.61,1.55,0,0,81,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/6/2020,7.38,0,0,0,88,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/6/2020,6.26,0,0,0,85,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/6/2020,7.61,0.3,0,0,93,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/6/2020,6.49,0,0,0,91,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/2020,9.17,0,0,0,89,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/7/2020,6.49,0,0,0,91,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/7/2020,4.03,0,0,0,91,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/7/2020,7.38,0,0,0,89,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/7/2020,4.92,0,0,0,94,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/2020,4.25,0,0,0,95,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/2020,7.16,0.19,0,0,96,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/2020,4.47,0,0,0,93,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/2020,8.95,0.63,0,0,93,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/2020,10.96,0.33,0,0,86,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/2020,8.05,0,0,0,85,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/2020,10.29,0,0,0,79,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/7/2020,5.14,0,0,0,84,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/7/2020,7.83,0,0,0,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/7/2020,9.84,0.46,0,0,88,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/7/2020,7.61,0,0,0,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/7/2020,7.16,0,0,0,90,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/7/2020,12.53,0,0,0,91,77
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/7/2020,12.3,0.18,0,0,84,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/7/2020,7.61,0,0,0,87,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/7/2020,6.71,0.03,0,0,83,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/7/2020,8.72,0,0,0,88,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/7/2020,7.38,0,0,0,83,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/7/2020,5.82,0,0,0,87,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/7/2020,6.26,0,0,0,92,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/7/2020,12.3,0.06,0,0,96,76
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/7/2020,7.83,0.01,0,0,87,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/7/2020,9.4,0,0,0,89,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/7/2020,8.95,0.57,0,0,91,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/7/2020,12.97,0.09,0,0,83,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/7/2020,9.62,0,0,0,82,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/2020,7.61,0,0,0,80,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/8/2020,7.83,0.05,0,0,86,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/8/2020,11.18,0,0,0,72,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/8/2020,8.5,0,0,0,76,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/8/2020,5.37,0,0,0,78,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/2020,5.82,0,0,0,82,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/2020,4.92,0,0,0,86,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/2020,9.62,0,0,0,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/2020,9.62,0.06,0,0,93,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/2020,9.84,0.41,0,0,91,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/2020,6.04,0,0,0,85,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/2020,5.37,0,0,0,86,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/8/2020,5.59,0,0,0,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/8/2020,7.16,0,0,0,90,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/8/2020,6.26,0.25,0,0,91,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/8/2020,7.16,0,0,0,86,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/8/2020,5.37,0,0,0,86,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/8/2020,9.62,0,0,0,78,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/8/2020,4.92,0,0,0,84,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/8/2020,6.26,0,0,0,86,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/8/2020,5.37,0,0,0,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/8/2020,7.83,0,0,0,89,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/8/2020,6.71,0,0,0,92,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/8/2020,7.38,0,0,0,97,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/8/2020,7.38,0.03,0,0,91,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/8/2020,10.07,0,0,0,94,76
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/8/2020,10.29,0,0,0,95,78
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/8/2020,12.08,0,0,0,95,77
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/8/2020,12.08,0,0,0,82,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/8/2020,7.61,0,0,0,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/8/2020,9.17,0,0,0,85,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/2020,7.61,0.19,0,0,75,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/2020,8.5,0.05,0,0,88,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/9/2020,14.32,0,0,0,88,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/9/2020,8.72,0,0,0,80,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/2020,10.74,0,0,0,82,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/2020,13.42,0.6,0,0,83,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/2020,12.3,0.23,0,0,80,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/2020,14.76,0.64,0,0,65,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/2020,12.3,0.56,0,0,64,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/2020,12.3,0.18,0,0,68,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/2020,8.95,0.06,0,0,68,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/2020,9.17,0.25,0,0,73,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/9/2020,6.26,0.02,0,0,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/9/2020,3.8,0,0,0,77,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/9/2020,8.05,0,0,0,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/9/2020,10.51,0,0,0,84,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/9/2020,12.97,0,0,0,69,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/9/2020,12.53,0,0,0,61,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/9/2020,4.25,0,0,0,67,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/9/2020,5.82,0,0,0,73,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/9/2020,6.26,0,0,0,75,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/9/2020,4.92,0,0,0,79,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/9/2020,6.26,0,0,0,79,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/9/2020,6.49,0,0,0,79,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/9/2020,8.95,0,0,0,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/9/2020,14.54,0,0,0,79,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/9/2020,11.41,0.19,0,0,77,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/9/2020,7.83,0.21,0,0,63,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/9/2020,8.28,0,0,0,60,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/9/2020,12.97,0,0,0,67,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/2020,8.5,0.21,0,0,59,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/2020,6.93,0,0,0,55,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/10/2020,4.92,0.11,0,0,56,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/10/2020,8.5,0,0,0,57,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/2020,10.51,0,0,0,63,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/2020,11.41,0,0,0,75,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/2020,9.4,0,0,0,76,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/2020,5.14,0,0,0,70,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/2020,11.86,0,0,0,82,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/2020,13.42,0,0,0,77,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/2020,8.72,0,0,0,69,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/2020,11.41,0.11,0,0,67,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/10/2020,11.86,0,0,0,73,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/10/2020,13.42,0,0,0,79,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/10/2020,11.41,0,0,0,64,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/10/2020,9.4,0.01,0,0,53,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/10/2020,14.32,0,0,0,65,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/10/2020,8.05,0.18,0,0,60,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/10/2020,8.5,0.05,0,0,50,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/10/2020,8.05,0.19,0,0,53,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/10/2020,8.05,0.38,0,0,59,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/10/2020,10.29,1.67,0,0,78,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/10/2020,12.08,0.65,0,0,72,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/10/2020,7.83,0,0,0,49,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/10/2020,12.53,0,0,0,47,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/10/2020,9.4,0.06,0,0,39,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/10/2020,4.47,0.03,0,0,38,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/10/2020,7.38,0,0,0,51,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/10/2020,16.11,0,0,0,49,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/10/2020,6.04,0,0,0,44,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/10/2020,13.87,0,0,0,59,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/2020,16.11,0,0,0,55,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/2020,10.74,0,0,0,51,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/11/2020,9.84,0,0,0,69,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/11/2020,13.65,0,0,0,74,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/2020,9.84,0,0,0,71,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/2020,8.95,0,0,0,74,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/2020,9.84,0,0,0,72,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/2020,8.5,0,0,0,76,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/2020,12.08,0,0,0,76,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/2020,19.01,0.32,0,0,75,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/2020,8.72,0,0,0,45,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/2020,6.04,0.02,0,0,54,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/11/2020,8.05,0,0,0,46,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/11/2020,12.3,0.26,0,0,51,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/11/2020,19.91,0.07,0,0,55,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/11/2020,11.63,0,0,0,47,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/11/2020,9.4,0,0,0,42,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/11/2020,14.54,0,0,0,51,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/11/2020,19.91,0,0,0,66,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/11/2020,10.51,0,0,0,61,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/11/2020,6.49,0,0,0,48,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/11/2020,6.71,0,0,0,47,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/11/2020,5.82,0,0,0,46,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/11/2020,9.4,0.58,0.7,0,45,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/11/2020,8.05,0.47,0,0,47,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/11/2020,9.4,0,0,0,46,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/11/2020,7.38,0,0,0,45,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/11/2020,10.96,0,0,0,50,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/11/2020,11.63,0,0,0,49,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/11/2020,17,0,0,0,37,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/2020,8.28,0,0,0,35,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/2020,6.71,0,0,0,48,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/12/2020,10.96,0,0,0,44,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/12/2020,10.29,0,0,0,46,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/2020,4.92,0,0,0,41,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/2020,4.7,0,0,0,37,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/2020,4.03,0,0,0,38,33
